panel,comparison_label,strain,contrast,orthofinder_orthogroup,OG_gene_symbol,logFC,FDR,minus_log10_FDR,is_deg_by_threshold,DEG_direction,module_for_plot,label_for_plot
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000922,recR,-0.741694050082958,0.0139251854330353,1.85619901288617,False,not_DEG,Other,recR
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000923,ugl,0.13158772090131,0.29518402747336,0.529907146062595,False,not_DEG,Other,ugl
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000924,rpmB,0.0513686758424687,0.841514924978087,0.0749381770403321,False,not_DEG,Other,rpmB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000925,rpmG,-0.409912207258905,0.261230112037173,0.5829767633164435,False,not_DEG,Other,rpmG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000926,ftsY,-0.120807038965602,0.243710656608731,0.6131254802318501,False,not_DEG,Other,ftsY
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000927,mod,-0.0857786235582104,0.54523387241682,0.2634171716437484,False,not_DEG,Other,mod
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000928,res,0.498787948749474,0.001759923489883,2.754506212097146,False,not_DEG,Other,res
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000929,dapF,-0.333614069249551,0.0313823981082123,1.503313872560119,False,not_DEG,Other,dapF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000930,mltG,-0.153036318397496,0.254062879650029,0.5950587837524968,False,not_DEG,Other,mltG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000931,wzb,-0.467689341807654,0.0445781549199892,1.350877910836717,False,not_DEG,Other,wzb
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000932,dnaA,-0.479141421069441,0.0210380341486237,1.676994844285052,False,not_DEG,Other,dnaA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000933,ribD,0.511394521186195,0.0070138953129393,2.154040720540642,False,not_DEG,Other,ribD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000934,coaBC,-0.356890394531068,0.0422416136085621,1.37425950032487,False,not_DEG,Other,coaBC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000935,recN,-0.0547199642854553,0.667838279115954,0.1753286917021581,False,not_DEG,Other,recN
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000937,trmD,0.743376024600425,0.0002372568089027,3.62478131514329,False,not_DEG,Other,trmD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000938,rplS,0.898248626629559,0.0002269135990718,3.644139475799229,False,not_DEG,Other,rplS
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000939,trmJ,-0.157012197214909,0.288731271137839,0.5395061771614038,False,not_DEG,Other,trmJ
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000940,pilD,0.389325661776083,0.0212917109605278,1.671789438098563,False,not_DEG,Other,pilD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000941,pilC,0.282842224536756,0.0618920659098169,1.20836502064764,False,not_DEG,Other,pilC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000942,tolR,-0.0930769513679572,0.636158314731887,0.1964347921212068,False,not_DEG,Other,tolR
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000943,tolB,0.179076514910306,0.189053547077242,0.7234151698665259,False,not_DEG,Other,tolB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000944,wrbA,-0.529789536906836,0.0016342854867962,2.786672076010236,False,not_DEG,Other,wrbA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000945,sqr,1.28146343832819,5.85364313197474e-05,4.232573757908105,True,up,Other,sqr
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000946,dsbC,-0.705499683009263,8.57598211903758e-05,4.066716133156366,False,not_DEG,Other,dsbC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000947,nfrA1,2.13070083550384,3.55598175006286e-07,6.449040476573402,True,up,Other,nfrA1
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000949,ilvD,0.387631534908147,0.014233958573824,1.846674302467631,False,not_DEG,Other,ilvD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000953,urtC,-0.442241224372291,0.360402795924031,0.4432118485207534,False,not_DEG,Other,urtC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000954,urtB,-0.538911472172702,0.237819507790481,0.6237525240727689,False,not_DEG,Other,urtB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000955,ycdF,0.539830690584406,0.0066012261381319,2.180375389372242,False,not_DEG,Other,ycdF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000957,thiD,-0.790261458400916,0.0012847644202672,2.891176499070051,False,not_DEG,Other,thiD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000958,TC.NSS,-0.441012586939084,0.104378898345855,0.9813872911636486,False,not_DEG,Other,TC.NSS
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000959,glpK,0.351580368907643,0.0432733971522102,1.363779009433902,False,not_DEG,Other,glpK
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000960,ompW,-0.0781632952926039,0.737615031193607,0.1321702417674344,False,not_DEG,Other,ompW
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000961,glxK,0.133224696631892,0.543051946422749,0.265158625354591,False,not_DEG,Other,glxK
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000962,ecnB,-0.620785407135051,0.131301574872441,0.8817300648144886,False,not_DEG,Other,ecnB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000963,tatB,0.206779706498606,0.203088286313058,0.692315125026054,False,not_DEG,Other,tatB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000964,etfD,-0.152700002278945,0.35235782209198,0.4530160830323945,False,not_DEG,Other,etfD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000965,gcd,-0.255957914896114,0.0463071402000018,1.334352038995501,False,not_DEG,Other,gcd
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000966,yadH,-0.464629960902601,0.0240530430886935,1.618829970723721,False,not_DEG,Other,yadH
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000969,gltD,1.66812762319854,0.0002747194242252,3.561110632404768,True,up,Membrane maintenance,gltD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000972,leuA,0.479558515755653,0.0014294221284692,2.844839498995955,False,not_DEG,Other,leuA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000973,lctP,-0.123899818798598,0.540255076382058,0.2674011436777463,False,not_DEG,Other,lctP
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000974,leuD,-0.0400720356532781,0.827263142806124,0.0823563244366671,False,not_DEG,Other,leuD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000975,hrpA,-0.181108718773679,0.406245635772305,0.391211291539682,False,not_DEG,Other,hrpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000976,pstB,0.177943022889359,0.805066523278696,0.0941682320554947,False,not_DEG,Other,pstB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000977,HSD17B10,2.18878915873967,1.48599243385626e-05,4.827983401842497,True,up,Membrane maintenance,HSD17B10
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000978,purU,0.0152211944180449,0.947034630732859,0.0236341396227088,False,not_DEG,Other,purU
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000980,xdhB,-0.404421088513569,0.0197670542306402,1.704058046250256,False,not_DEG,Other,xdhB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000981,metX,0.594374871663528,0.0003980798699135,3.40002978324616,False,not_DEG,Other,metX
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000982,lipV,-0.496312472569141,0.0011808694706314,2.927798105195508,False,not_DEG,Other,lipV
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000983,gcdG,0.957299217808975,0.0046452650529154,2.332989500672608,False,not_DEG,Other,gcdG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000984,ccmH,0.762565916565724,0.0351525273894565,1.454043444702906,False,not_DEG,Other,ccmH
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000985,ccmF,-0.200054220956381,0.515583966316751,0.2877005968431339,False,not_DEG,Other,ccmF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000986,gene2290,1.23759926722491,0.070886720994679,1.149435112332589,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000987,ybgC,1.14343451188326,0.0024435236907094,2.61198344599759,True,up,Other,ybgC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000988,dmdB,-0.0409746171250548,0.799126762985664,0.097384324442514,False,not_DEG,Other,dmdB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000989,soxD,-0.479205068769777,0.000292934695213,3.533229187392505,False,not_DEG,Other,soxD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000990,phoX,-0.780553114983376,0.224629044319397,0.6485340905850939,False,not_DEG,Other,phoX
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000991,thiC,0.730114493757933,0.0022344777286387,2.650823969657692,False,not_DEG,Other,thiC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000992,gene0773,1.12348393031257,3.17516899641414e-06,5.498233154700539,True,up,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000993,gene3713,-0.0607415620892808,0.866906743053648,0.0620276189661833,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000995,yaeR,4.22774235226092,7.06158802245983e-07,6.151097623050379,True,up,Other,yaeR
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0000996,pldB,-0.339880178289603,0.0079500312998387,2.099631161491898,False,not_DEG,Other,pldB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001014,aroA,-0.561278784103452,0.0031714582353461,2.498741003414604,False,not_DEG,Other,aroA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001015,ydfG,0.105738757587514,0.39471283976835,0.4037187460396342,False,not_DEG,Other,ydfG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001016,macA,-0.784316564052294,0.0021893541574249,2.659683979786849,False,not_DEG,Other,macA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001023,glnG,0.422891508979627,0.006493185930543,2.18754216104951,False,not_DEG,Other,glnG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001024,pilR,0.229184364628083,0.0968823107056069,1.01375551153793,False,not_DEG,Other,pilR
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001027,alaA,-1.66633445156799,2.55610565617414e-08,7.592421198657201,True,down,Other,alaA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001028,aspB,0.106721237200654,0.554532235853073,0.2560732025424421,False,not_DEG,Other,aspB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001029,mscS,-0.315353655783202,0.0311639197451782,1.506347922737626,False,not_DEG,Other,mscS
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001030,gene0673,0.854734405858162,0.0581056640250821,1.235781531380001,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001032,yfcH,-0.665490572454642,0.0009243810680235,3.034148957759265,False,not_DEG,Other,yfcH
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001035,fadB,-0.776741530767925,0.0005053978762605,3.2963665873672,False,not_DEG,Other,fadB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001036,cap1J,0.480201301760071,0.0024330346287182,2.613851709830297,False,not_DEG,Other,cap1J
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001038,rluF,-0.648755019162251,0.0002215236636286,3.65457987470322,False,not_DEG,Other,rluF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001039,pobA,0.760101067328387,0.06070565029419,1.216770884256143,False,not_DEG,Other,pobA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001040,fhuC,-1.30726435170652,0.0054869272338193,2.260670799264517,True,down,Other,fhuC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001041,fer,-0.666382749426113,0.0031137582999732,2.506715101807021,False,not_DEG,Other,fer
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001042,yhhW_2,-0.227589065130238,0.110026363584172,0.9585032404118078,False,not_DEG,Other,yhhW_2
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001043,gene2141,-0.485545768877503,0.0061709141484573,2.209650495574046,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001044,pabC,0.418523124728357,0.0090989118633993,2.041010541742366,False,not_DEG,Other,pabC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001047,ridA,0.21154245386252,0.134690875863273,0.8706618229588572,False,not_DEG,Other,ridA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001048,surA,0.278219794486076,0.0179223482832399,1.746605087328067,False,not_DEG,Other,surA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001049,ppiD,-0.352269414320239,0.140067109169721,0.8536638346149988,False,not_DEG,Other,ppiD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001050,pslA,0.265116129196574,0.118665663297446,0.9256749288778948,False,not_DEG,Other,pslA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001052,addA,0.822213705626353,0.0005688744545952,3.24498356786245,False,not_DEG,Other,addA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001053,ctpA,0.230608556287123,0.0464280816427457,1.333219260533302,False,not_DEG,Other,ctpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001055,tnpB,1.47589251310674,3.61493886337572e-05,4.441899043189115,True,up,Other,tnpB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001057,tsaC,-0.721925148769094,0.0088893685982743,2.051129085376656,False,not_DEG,Other,tsaC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001058,rbn,-0.528076564301764,0.0146048021233523,1.835504322793024,False,not_DEG,Other,rbn
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001060,acnD,-0.24996918628681,0.57261345216208,0.2421384535006996,False,not_DEG,Other,acnD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001062,cynT,-0.685792344316342,0.0001077904575609,3.967419684530348,False,not_DEG,Other,cynT
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001075,gene2507,-0.781161223857406,0.0027604406189572,2.559021590721486,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001076,upp,-0.102652256479022,0.527914505232673,0.2774364049511855,False,not_DEG,Other,upp
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001077,tpm,1.38358314864427,0.0004977818806622,3.30296091582634,True,up,Other,tpm
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001078,argA,0.100755476480307,0.74611794093473,0.1271925169662053,False,not_DEG,Other,argA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001080,hutI,3.54701958079858,5.99224321849079e-10,9.222410567420615,True,up,Other,hutI
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001081,dapD,-0.112196065113978,0.362780988730136,0.4403554798973055,False,not_DEG,Other,dapD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001082,pduO,-0.0929213891751925,0.483007365620357,0.3160462464247067,False,not_DEG,Other,pduO
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001083,gene2451,-0.0588422828168458,0.788632305026898,0.1031254367383728,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001084,mnmC,0.674257521934851,0.0006827351311138,3.165747749328903,False,not_DEG,Other,mnmC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001087,yrbG,0.380995882461808,0.0313909749354912,1.503195195847301,False,not_DEG,Other,yrbG
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001088,lpxF,-0.174562330271632,0.404791433717815,0.3927686867029605,False,not_DEG,Other,lpxF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001089,lpxK,1.19997320274175,7.65981967672843e-05,4.115781454169433,True,up,Membrane maintenance,lpxK
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001090,rtxA,-0.919737240535569,0.000210318794786,3.677121915582225,False,not_DEG,Other,rtxA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001092,mdmC,1.18279030463299,0.0011276976896714,2.947807309310242,True,up,Other,mdmC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001093,gpmI,0.194525735293775,0.0993367160640063,1.002890201285176,False,not_DEG,Other,gpmI
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001094,trkA,-0.140205589684196,0.436482128910041,0.3600335331145173,False,not_DEG,Other,trkA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001098,gene0203,0.456061724493605,0.0363657777419017,1.439307119892235,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001099,dgkA,1.61154367203205,0.0003734247567211,3.42779689326708,True,up,Membrane maintenance,dgkA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001102,estB,-0.257454567950806,0.0627342628126113,1.202495201015283,False,not_DEG,Other,estB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001103,serC,0.426799511936755,0.0031101192603649,2.507222957235115,False,not_DEG,Other,serC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001104,rnz,-0.133445610364364,0.440559882506123,0.3559950523497021,False,not_DEG,Other,rnz
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001105,miaE,-0.0013614211089372,0.995649649400423,0.0018934548486953,False,not_DEG,Other,miaE
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001106,kdnB,1.13440775105714,0.0001550088354569,3.809643546469609,True,up,Membrane maintenance,kdnB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001107,plsC,0.238602639750103,0.148247205807444,0.8290134835545567,False,not_DEG,Other,plsC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001108,gene2578,-0.316208818123026,0.0684063684549222,1.164903464711415,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001109,gene2622,0.0928146721928399,0.735949408561683,0.133152039382165,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001114,lpxA,0.0831364130385522,0.667838279115954,0.1753286917021581,False,not_DEG,Other,lpxA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001115,dkgB,-0.776583779494501,0.0020011094694486,2.698729152904487,False,not_DEG,Other,dkgB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001118,marC,0.1684556113344,0.44234630778151,0.3542375933881312,False,not_DEG,Other,marC
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001119,ddpD,1.96982591173473,3.40583441233206e-06,5.467776470747643,True,up,Other,ddpD
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001120,hemA,0.0897011886361619,0.689582868122329,0.1614135365864162,False,not_DEG,Other,hemA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001124,topA,-1.011392727803,5.31497050181327e-05,4.274499141476578,True,down,Other,topA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001126,tex,-0.0182104648515926,0.897674150420307,0.0468812806553166,False,not_DEG,Other,tex
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001127,ldcA,0.490035659225956,0.0039388174393705,2.404634147881229,False,not_DEG,Other,ldcA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001128,yraN,0.210229975747512,0.36193157898397,0.441373522500649,False,not_DEG,Other,yraN
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001129,atpF,0.489597696011756,0.0075556483719137,2.121728261667482,False,not_DEG,Other,atpF
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001130,atpE,0.276484151881266,0.1136689999794,0.944357960761382,False,not_DEG,Other,atpE
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001132,glnS,-0.196188484053922,0.0811048566089172,1.090953139188324,False,not_DEG,Other,glnS
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001133,elaA,0.49557388873353,0.0358314423197194,1.445735709866597,False,not_DEG,Other,elaA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001135,cvrA,0.477910787332069,0.0003169731113539,3.498977577169992,False,not_DEG,Other,cvrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001136,pphA,0.631903946574725,0.0119525482786402,1.922539493429731,False,not_DEG,Other,pphA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001137,rhlE,-0.0505079344329326,0.778303886535976,0.1088508008541793,False,not_DEG,Other,rhlE
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001138,norM,1.01626792674795,3.2865030012995e-05,4.483265966777127,True,up,Other,norM
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001139,gene2534,-0.0760369918374749,0.611704900019575,0.2134580406025092,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001140,lpxH,-0.923227142297924,0.0006816378207981,3.166446320664734,False,not_DEG,Other,lpxH
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001141,gene1711,-0.775071304536582,0.0024435236907094,2.61198344599759,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001144,yaaA,-0.676695919879834,0.0007891624452885,3.102833590160905,False,not_DEG,Other,yaaA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001145,besA,1.25247330490378,0.0016349352947643,2.786499430577323,True,up,Flagellar / chemotaxis,besA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001146,lpxB,-0.18685969280047,0.315869225199786,0.5004926848798404,False,not_DEG,Other,lpxB
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001148,lporfX,0.0842423923716373,0.7814579502392,0.1070943861289974,False,not_DEG,Other,lporfX
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001150,dtd,-0.651962806451664,0.0003709365883407,3.430700326739441,False,not_DEG,Other,dtd
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001151,rsgA,-0.592054905526893,0.0003863320797034,3.413039228019515,False,not_DEG,Other,rsgA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001152,yhfA,-0.673942760988327,0.0006268890841089,3.202809292375978,False,not_DEG,Other,yhfA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001153,lemA,-0.969469803826233,0.000229635710726,3.638960573742351,False,not_DEG,Other,lemA
a,55 MPa Droplet vs Droplet 0.1 MPa,Psychrobacter,D55_vs_D0,OG0001154,hutU,3.87108487960035,6.739027634490918e-11,10.17140276272871,True,up,Other,hutU
