panel,comparison_label,strain,contrast,orthofinder_orthogroup,OG_gene_symbol,logFC,FDR,minus_log10_FDR,is_deg_by_threshold,DEG_direction,module_for_plot,label_for_plot
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000000,bapA,-0.729929198479895,0.0016620066387278,2.779367245800348,False,not_DEG,Other,bapA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000001,ofaB,0.25634583463102,0.175533589444877,0.755639766293618,False,not_DEG,Other,ofaB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000003,cysB,-1.43089560713954,1.41948493901476e-05,4.847869211054631,True,down,Other,cysB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000004,kdpD,0.374966108663381,0.147749294730542,0.8304745835117825,False,not_DEG,Other,kdpD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000011,xerD,-1.16404160125506,0.0016416630984178,2.784715963848962,True,down,Other,xerD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000012,mexL,-0.174356286230348,0.447332134749084,0.3493699025362188,False,not_DEG,Other,mexL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000014,susC,-0.238415097964638,0.258095267363253,0.5882199589465158,False,not_DEG,Other,susC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000015,potA,0.382349643995493,0.0066418769381611,2.177709175345987,False,not_DEG,Other,potA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000016,adh,-0.112091009962876,0.380590313603014,0.4195422691291167,False,not_DEG,Other,adh
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000017,mltD,-0.356611605909808,0.115922918691722,0.9358306927909216,False,not_DEG,Other,mltD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000018,ampC,-0.0101116305016938,0.942493389675417,0.0257216871036628,False,not_DEG,Other,ampC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000020,aglI,-0.0818692469810336,0.485383436770418,0.3139150476207734,False,not_DEG,Other,aglI
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000021,prpR,1.72778522615653,0.0035260140867088,2.452715956991978,True,up,Membrane maintenance,prpR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000023,chpA,-0.116125916444765,0.658455394968915,0.181473639646752,False,not_DEG,Other,chpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000024,uspE,-0.306247258949641,0.519417076593107,0.2844837764082094,False,not_DEG,Other,uspE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000025,ccmG,-0.321067768056622,0.0127536859204068,1.894364282402375,False,not_DEG,Other,ccmG
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000026,lrp,-1.16512495169216,4.34404019380752e-05,4.362106165033377,True,down,Other,lrp
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000028,pnbA,0.0281054448340716,0.93673110983054,0.0283850561515151,False,not_DEG,Other,pnbA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000030,barA,-0.528053862492616,0.0022285816965122,2.651971440691961,False,not_DEG,Other,barA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000031,phoP,-1.41085200692674,2.93073280204384e-05,4.533023774836091,True,down,Membrane maintenance,phoP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000032,slyA,-0.155778103695142,0.542190725710473,0.2658479153929602,False,not_DEG,Other,slyA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000033,merR,-0.364722447642826,0.0834869586475085,1.078381359603413,False,not_DEG,Other,merR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000035,rpoE,0.1675648266481,0.514042521463003,0.2890009547927833,False,not_DEG,Other,rpoE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000036,alkR,-0.0042104849685848,0.984225954636895,0.0069051865413631,False,not_DEG,Other,alkR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000037,actP,1.10709359910749,1.88527470874543e-05,4.724625358561769,True,up,ROS removal,actP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000038,algZ,0.34963005864075,0.0340410409570647,1.467997167888366,False,not_DEG,Other,algZ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000039,fepA,0.120169259222573,0.52910479160577,0.2764583054524024,False,not_DEG,Other,fepA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000040,emrB,1.48836507245658,1.98799572119853e-05,4.701584554678076,True,up,Membrane maintenance,emrB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000044,oprM,0.174876342620217,0.723643429338025,0.140475376920195,False,not_DEG,Other,oprM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000045,mupP,0.0986934559233948,0.677151473458963,0.1693141721876145,False,not_DEG,Other,mupP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000046,lspA,-0.018564901945665,0.923893000938059,0.0343783229280914,False,not_DEG,Other,lspA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000051,bgsB,-0.27527346143877,0.213070073878892,0.6714775435374595,False,not_DEG,Other,bgsB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000052,pcaD,0.123171423357246,0.499575658610012,0.3013987304037646,False,not_DEG,Other,pcaD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000053,mucR,-0.43672387171624,0.0200653339685272,1.697553607448635,False,not_DEG,Other,mucR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000054,fieF,-0.322917925124369,0.0175280858209668,1.756265509050668,False,not_DEG,Other,fieF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000055,bluF,-0.972992714191636,0.0230438588209525,1.637444794158456,False,not_DEG,Other,bluF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000059,gbdR,-0.208242711660567,0.171599039663079,0.7654851469662912,False,not_DEG,Other,gbdR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000060,czcA,1.52058967805859,9.58673475857435e-05,4.018329288325082,True,up,Other,czcA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000061,mepM,-0.093601320606886,0.644227192868702,0.1909609475331288,False,not_DEG,Other,mepM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000062,nirB,-1.2811347064201,6.84619119019904e-05,4.164550976701353,True,down,Membrane maintenance,nirB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000063,ladS,-0.378839780440608,0.130916347093004,0.8830061211419429,False,not_DEG,Other,ladS
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000064,emrA,-0.194622364697739,0.644227192868702,0.1909609475331288,False,not_DEG,Other,emrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000065,tolC,-0.570613147617829,0.0013779758105515,2.860758406112145,False,not_DEG,Other,tolC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000066,gloB,-0.25205986437171,0.139704933592069,0.8547882567778852,False,not_DEG,Other,gloB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000067,pecM,0.248701026940237,0.352632053071517,0.4526782143299282,False,not_DEG,Other,pecM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000068,exbB,-0.449469967779356,0.0020727439597681,2.683454341768896,False,not_DEG,Other,exbB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000069,cspA,1.04160356029995,0.0124659781617468,1.904273638252713,True,up,Other,cspA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000070,radC,-0.42324698380633,0.18148327292025,0.7411633971468897,False,not_DEG,Other,radC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000071,ubiE,0.292121097343531,0.0929536264356394,1.031733662263628,False,not_DEG,Other,ubiE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000072,fhuE,-1.49145058590322,0.0283138796623411,1.54800061807733,True,down,Membrane maintenance,fhuE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000081,gltL,0.175529333544796,0.195799473211074,0.7081884809794154,False,not_DEG,Other,gltL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000082,hsaD,0.353905001657326,0.0358165473378518,1.445916281814457,False,not_DEG,Other,hsaD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000083,pal,0.0854467986212055,0.677698278121184,0.1689636178031179,False,not_DEG,Other,pal
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000084,paaG,-0.155703216450265,0.588403376333105,0.2303248439006094,False,not_DEG,Other,paaG
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000085,degU,-0.102601906548565,0.61631103734405,0.2102000545398208,False,not_DEG,Other,degU
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000086,serA,-0.0227382808388981,0.907381402067978,0.0422101263946939,False,not_DEG,Other,serA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000087,crtN,-0.211741247812118,0.0928616739138815,1.032163492056774,False,not_DEG,Other,crtN
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000088,rluB,0.172328409814524,0.154060028435586,0.8123100263150279,False,not_DEG,Other,rluB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000089,gldA,-0.331670579091978,0.0256352069613034,1.591163172009842,False,not_DEG,Other,gldA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000090,gene2353,-1.50563289098399,0.0004462052104054,3.350465362700541,True,down,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000096,czcB,-0.60533167073951,0.102496953340101,0.9892890435569788,False,not_DEG,Other,czcB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000097,czcB,0.368540558636387,0.0265640146173061,1.575706289455117,False,not_DEG,Other,czcB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000099,rpoE,-0.687949742378066,0.0379901272006322,1.420329252314188,False,not_DEG,Other,rpoE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000100,frmA,-0.043804988132018,0.93161524383582,0.0307634138045789,False,not_DEG,Other,frmA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000101,tgnA,0.956986690758024,1.09497982928773e-05,4.960593880924063,False,not_DEG,Other,tgnA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000102,arsR,-0.476770827344154,0.519417076593107,0.2844837764082094,False,not_DEG,Other,arsR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000104,aldB,0.639132014571469,0.0785302774343726,1.104962868254996,False,not_DEG,Other,aldB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000105,bcd,-0.436239500729635,0.229591099580634,0.6390449519793785,False,not_DEG,Other,bcd
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000106,aguB,-0.965328796092107,0.0001395636567675,3.85522765993802,False,not_DEG,Other,aguB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000107,ubiH,0.0135952227379364,0.926672290354562,0.033073823194525,False,not_DEG,Other,ubiH
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000108,rnhA-dnaQ,0.431450187950402,0.0039894892418621,2.399082701716658,False,not_DEG,Other,rnhA-dnaQ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000109,suhB,-0.0349878255710702,0.805772452859336,0.0937875840259247,False,not_DEG,Other,suhB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000110,ilvB,0.2478435426077,0.222879635693321,0.6519296107931811,False,not_DEG,Other,ilvB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000111,sadA,-0.619928774327592,0.038458267236609,1.415010287090045,False,not_DEG,Other,sadA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000112,fhuB,0.236251409687201,0.239959353196816,0.6198623173606548,False,not_DEG,Other,fhuB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000113,gltX,-0.0708353492026104,0.588403376333105,0.2303248439006094,False,not_DEG,Other,gltX
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000114,acrB,-0.387454824827626,0.249288745436478,0.6032973280151438,False,not_DEG,Other,acrB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000115,merT,0.703425015209303,0.11201551590907,0.9507218165532378,False,not_DEG,Other,merT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000116,mmcO,-1.29881135954886,0.0007402630815977,3.130613909213237,True,down,Other,mmcO
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000118,tlyC,0.041019468935019,0.868686088297556,0.0611371335048371,False,not_DEG,Other,tlyC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000119,dsbD,-0.949059130176927,0.0001141022686755,3.942705720494529,False,not_DEG,Other,dsbD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000120,npd,-0.0393701319092387,0.864128277017134,0.0634217831397317,False,not_DEG,Other,npd
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000121,ubiB,-0.593563210575814,0.0116792266231656,1.932585914450659,False,not_DEG,Other,ubiB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000122,gene3132,-0.224958588455105,0.156589512452539,0.8052373280795574,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000139,vexE,-1.50971449073146,4.23131529373016e-05,4.373524612289735,True,down,Membrane maintenance,vexE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000140,acrA,-0.832669334742833,0.0005550422091615,3.255673988933372,False,not_DEG,Other,acrA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000141,xerC,0.256220555702993,0.456953751786479,0.3401277525785369,False,not_DEG,Other,xerC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000142,copA,-1.3763843242797,0.0075939265513028,2.11953360768584,True,down,Other,copA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000144,slpA,1.20649274049502,0.0003150111458412,3.501674079570105,True,up,Proteostasis,slpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000145,ppiB,0.50455681670733,0.0447589738978831,1.349119878256182,False,not_DEG,Other,ppiB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000146,arsR,0.636194899482632,0.0659036653901835,1.181090430406561,False,not_DEG,Other,arsR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000147,mutT,0.0229707716325184,0.965779919868961,0.0151218285285116,False,not_DEG,Other,mutT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000148,fepC,1.13343778330302,0.0001867805428621,3.728668366691246,True,up,Other,fepC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000149,qrcC,0.77618451991828,0.0022779655434511,2.642452849353594,False,not_DEG,Other,qrcC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000150,XCC2717,0.706258599512982,0.0005348281820282,3.271785716262589,False,not_DEG,Other,XCC2717
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000151,alsT,-0.0947251868183982,0.56492540436774,0.2480088948536024,False,not_DEG,Other,alsT
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000152,rfbE,-0.366463028387208,0.0113106134982141,1.946513837898332,False,not_DEG,Other,rfbE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000153,lexA,1.58032191697252,0.0005177144432343,3.285909718870839,True,up,Proteostasis,lexA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000154,pqqL,-0.0231420981732589,0.890022953300658,0.0505987929469135,False,not_DEG,Other,pqqL
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000155,prkC,-0.439175742451976,0.0373247953121094,1.428002565252372,False,not_DEG,Other,prkC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000156,gene0658,-2.31817123237828,7.88515472489824e-08,7.103189780393386,True,down,Membrane maintenance,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000157,ybbN,-0.852316216822395,0.0001013388365856,3.994224085908328,False,not_DEG,Other,ybbN
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000158,algR,0.263088504525587,0.0664839447463317,1.177283220109346,False,not_DEG,Other,algR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000159,dedA,0.300230409461402,0.141799533256199,0.8483251986634659,False,not_DEG,Other,dedA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000160,acs,-0.121421225369514,0.471159870875241,0.326831705911105,False,not_DEG,Other,acs
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000161,sdcS_2,-1.57051923249045,0.0005348281820282,3.271785716262589,True,down,ROS removal,sdcS_2
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000162,ydiJ,0.558162036155346,0.0011553689198566,2.937279319429473,False,not_DEG,Other,ydiJ
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000163,gltP,-0.72967361966726,0.0001655977549602,3.780945555322914,False,not_DEG,Other,gltP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000164,hisC,0.542436932310014,0.0844792555531275,1.073249921876945,False,not_DEG,Other,hisC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000165,mrcB,0.265252926164174,0.078374640283847,1.105824439438405,False,not_DEG,Other,mrcB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000166,pecM,-0.33604163619084,0.0530443994635275,1.275360463044146,False,not_DEG,Other,pecM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000167,hflK,0.349328519319879,0.0679160696378076,1.168027455037396,False,not_DEG,Other,hflK
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000168,pspE,-1.07690639787472,9.2978054214703e-07,6.031619546695195,True,down,Membrane maintenance,pspE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000169,dgk,0.488867854039661,0.003877221554349,2.411479381587054,False,not_DEG,Other,dgk
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000170,nemA,-0.270497279488674,0.206724776204419,0.684607469555457,False,not_DEG,Other,nemA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000171,glnB,0.989901323219231,0.0232316316619902,1.633920286673581,False,not_DEG,Other,glnB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000172,hsdR,0.244627853688724,0.114761126870074,0.9402051959519,False,not_DEG,Other,hsdR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000173,fixB,0.273635076889709,0.261837268810993,0.581968537743212,False,not_DEG,Other,fixB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000174,erpA,-1.79226879420936,3.34812389831648e-06,5.475198479185481,True,down,Other,erpA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000175,secDF,2.24322318709688,2.48798688730475e-07,6.604151912882424,True,up,Other,secDF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000176,tam,0.65568001265357,0.0245309707310478,1.610285265703276,False,not_DEG,Other,tam
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000177,degP,-1.03426532443659,1.86303213281656e-05,4.72977965450549,True,down,Proteostasis,degP
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000178,hemK,1.03683542961444,0.0021652405371381,2.664493850742906,True,up,Membrane maintenance,hemK
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000179,czcD,-0.380336181798491,0.246836078895674,0.6075913611698918,False,not_DEG,Other,czcD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000200,phbB,0.348487887157498,0.0517034252081991,1.286480685150813,False,not_DEG,Other,phbB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000202,butA,0.181087857405757,0.178466009660899,0.7484444866799441,False,not_DEG,Other,butA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000203,dcm,-0.269594202225434,0.147749294730542,0.8304745835117825,False,not_DEG,Other,dcm
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000205,fepA,0.39472672481864,0.0234329643011175,1.630172769098855,False,not_DEG,Other,fepA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000206,pobR,0.15169343974908,0.394446017819412,0.4040124240573766,False,not_DEG,Other,pobR
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000207,uspE,-2.08137873972585,0.004163604552477,2.380530525278838,True,down,Other,uspE
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000208,pcaF,0.53321929274362,0.0074831511809404,2.125915480704407,False,not_DEG,Other,pcaF
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000209,dicA,0.471473549003494,0.30724703940133,0.5125122932351951,False,not_DEG,Other,dicA
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000210,nlpD,-0.317924328338258,0.13713422708311,0.862854136908857,False,not_DEG,Other,nlpD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000211,cydC,-0.201413834403221,0.4490556793574,0.3476998065724641,False,not_DEG,Other,cydC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000212,doeC,0.262065061966452,0.203191912126459,0.6920935827500997,False,not_DEG,Other,doeC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000213,mdlB,0.0959636874994702,0.54400381507374,0.2643980546039092,False,not_DEG,Other,mdlB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000214,vcaM,0.495841227878078,0.000334643518499,3.475417582157204,False,not_DEG,Other,vcaM
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000215,ywaD,0.266809972972539,0.0245309707310478,1.610285265703276,False,not_DEG,Other,ywaD
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000216,rluC,0.21522141094614,0.320733786192862,0.4938552889513226,False,not_DEG,Other,rluC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000217,ugd,0.37350134713547,0.0205599949179849,1.686976997025565,False,not_DEG,Other,ugd
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000218,fabB,0.558441195771879,0.0016319409130222,2.787295569609705,False,not_DEG,Other,fabB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000220,dps,-1.16350944567668,3.14978150572171e-06,5.501719571337546,True,down,ROS removal,dps
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000221,pepN,-0.884324527685278,1.77224336187194e-05,4.751476641669561,False,not_DEG,Other,pepN
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000222,coxC,-0.409394375823301,0.15885013501116,0.7990124117176844,False,not_DEG,Other,coxC
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000223,gene2221,-0.855778846465927,0.012905852166948,1.889213313926433,False,not_DEG,Other,
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000224,parB,1.15550424021813,4.60512304677721e-07,6.336758761162589,True,up,Other,parB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000225,calB,-0.732038915355957,0.0098612397907818,2.006068480550992,False,not_DEG,Other,calB
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000226,pap,0.322319776453473,0.265620357892646,0.575738642475636,False,not_DEG,Other,pap
a,55 MPa Droplet vs Droplet 0.1 MPa,Aequorivita,D55_vs_D0,OG0000227,dnaJ,-2.49021830778373,2.47718615023603e-07,6.606041356763904,True,down,Proteostasis,dnaJ
